alert_code,cse_code,asset_code,severity,category,title,description,created_time,acknowledged_time,closed_time,status,disposition,analyst
ALT-2767,CSE-03,RTU-SUB-05,CRITICAL,credential-stuffing,Automated credential replay attacking telemetry API,WAF detected bot-driven authentication cycling from rotating source IPs,2026-08-05T21:24:00+05:30,2026-08-05T21:41:00+05:30,2026-08-06T01:13:00+05:30,RESOLVED,Compromised host isolated and imaged,A. Sharma
ALT-2768,CSE-07,HIST-SRV-01,MEDIUM,xss,Suspicious script payload in web form submission,Unsanitized HTML payload containing JavaScript tags blocked at gateway,2026-08-05T14:25:00+05:30,,,OPEN,,
ALT-2769,CSE-02,,CRITICAL,c2,Periodic outbound telemetry to unverified DNS domain,Persistent TLS session established to unclassified external endpoint,2026-08-06T03:34:00+05:30,2026-08-06T03:36:00+05:30,,ACKNOWLEDGED,,
ALT-2770,CSE-02,HIST-SRV-01,CRITICAL,ddos,SYN flood exhausting SCADA telecontrol interface,High packet-per-second SYN burst causing connection pool exhaustion,2026-07-31T04:41:00+05:30,2026-07-31T04:53:00+05:30,2026-07-31T05:32:00+05:30,CLOSED,Confirmed reconnaissance - source blocked,
ALT-2771,CSE-03,ENG-WRK-02,CRITICAL,c2,Encrypted reverse shell communication from maintenance workstation,Periodic low-volume outbound connections at fixed intervals,2026-07-16T03:05:00+05:30,2026-07-16T03:17:00+05:30,,ACKNOWLEDGED,,S. Verma
ALT-2772,CSE-07,,HIGH,exploit-attempt,Remote code execution string identified in Modbus/TCP stream,Traffic contained a known exploit signature targeting unpatched software,2026-07-30T01:10:00+05:30,2026-07-30T01:32:00+05:30,,ACKNOWLEDGED,,P. Nair
ALT-2773,CSE-05,ENG-WRK-02,HIGH,exploit-attempt,Buffer overflow probe targeting legacy PLC firmware,Packet structure matched signature for CVE-2023 remote execution attempt,2026-07-10T16:26:00+05:30,2026-07-10T16:37:00+05:30,2026-07-10T22:34:00+05:30,CLOSED,Confirmed reconnaissance - source blocked,A. Sharma
ALT-2774,CSE-05,ENG-WRK-02,HIGH,credential-stuffing,High-volume login attempts using leaked credentials,Coordinated brute-force replay utilizing breached username/password pairs,2026-07-09T13:17:00+05:30,2026-07-09T13:31:00+05:30,,IN_PROGRESS,,
ALT-2775,CSE-05,PL-PLC-09,CRITICAL,c2,Beaconing traffic to known suspicious external IP,Command-and-control beacon signature matched in egress traffic,2026-07-22T10:46:00+05:30,,,OPEN,,R. Iyer
ALT-2776,CSE-04,RTU-SUB-01,HIGH,credential-stuffing,Distributed account takeover attempts across operator accounts,Automated login attempts observed across multiple accounts,2026-08-01T00:47:00+05:30,2026-08-01T00:54:00+05:30,,IN_PROGRESS,,R. Iyer
ALT-2777,CSE-03,EN-SCADA-02,CRITICAL,xss,Stored XSS pattern detected in system event log comments,Web application firewall flagged embedded script tags in input fields,2026-07-30T02:26:00+05:30,2026-07-30T02:32:00+05:30,2026-07-30T06:25:00+05:30,CLOSED,False positive - verified scheduled maintenance,P. Nair
ALT-2778,CSE-07,HIST-SRV-01,HIGH,credential-stuffing,High-volume login attempts using leaked credentials,WAF detected bot-driven authentication cycling from rotating source IPs,2026-07-14T04:12:00+05:30,2026-07-14T04:37:00+05:30,,ACKNOWLEDGED,,R. Iyer
ALT-2779,CSE-04,GATEWAY-DMZ-01,MEDIUM,port-scan,Sequential port scan against historian server,Stealth FIN scan detected targeting SCADA network perimeter,2026-08-04T04:22:00+05:30,,,OPEN,,
ALT-2780,CSE-01,TR-OPS-03,CRITICAL,ddos,SYN flood exhausting SCADA telecontrol interface,High-bandwidth NTP/DNS reflection flood impacting telemetry transmission,2026-07-17T16:27:00+05:30,2026-07-17T16:35:00+05:30,,IN_PROGRESS,,A. Sharma
ALT-2781,CSE-03,RTU-SUB-05,HIGH,credential-stuffing,Automated credential replay attacking telemetry API,Automated login attempts observed across multiple accounts,2026-07-20T13:03:00+05:30,2026-07-20T13:10:00+05:30,,ACKNOWLEDGED,,S. Verma
ALT-2782,CSE-01,EN-SCADA-01,MEDIUM,port-scan,SYN sweep detected across substation network segment,Stealth FIN scan detected targeting SCADA network perimeter,2026-07-22T15:07:00+05:30,2026-07-22T15:13:00+05:30,,IN_PROGRESS,,
ALT-2783,CSE-03,RTU-SUB-01,HIGH,sql-injection,Blind SQL injection heuristic triggered on API gateway,Union-based SELECT payload identified in user parameter field,2026-08-01T17:42:00+05:30,2026-08-01T17:45:00+05:30,2026-08-01T20:40:00+05:30,RESOLVED,Accounts locked - no compromise confirmed,P. Nair
ALT-2784,CSE-07,EN-SCADA-02,MEDIUM,port-scan,Sequential port scan against historian server,Half-open SYN packets rapidly received across 1-1024 port range,2026-07-25T23:19:00+05:30,2026-07-25T23:43:00+05:30,,ACKNOWLEDGED,,K. Rao
ALT-2785,CSE-05,,HIGH,credential-stuffing,High-volume login attempts using leaked credentials,WAF detected bot-driven authentication cycling from rotating source IPs,2026-08-01T09:57:00+05:30,,,OPEN,,
ALT-2786,CSE-04,TR-OPS-14,CRITICAL,port-scan,Sequential port scan against historian server,Half-open SYN packets rapidly received across 1-1024 port range,2026-07-22T06:16:00+05:30,2026-07-22T06:33:00+05:30,2026-07-22T10:58:00+05:30,RESOLVED,Accounts locked - no compromise confirmed,A. Sharma
ALT-2787,CSE-05,RTU-SUB-05,HIGH,credential-stuffing,Automated credential replay attacking telemetry API,WAF detected bot-driven authentication cycling from rotating source IPs,2026-07-23T04:03:00+05:30,2026-07-23T04:19:00+05:30,,IN_PROGRESS,,P. Nair
ALT-2788,CSE-01,EN-SCADA-04,HIGH,exploit-attempt,Buffer overflow probe targeting legacy PLC firmware,Malicious byte sequence designed to trigger stack corruption detected,2026-07-15T21:48:00+05:30,2026-07-15T22:01:00+05:30,,IN_PROGRESS,,K. Rao
ALT-2789,CSE-05,TR-OPS-14,MEDIUM,port-scan,Distributed reconnaissance probing OT gateway,Sequential low-byte TCP connections observed across multiple ports,2026-07-22T23:11:00+05:30,2026-07-22T23:33:00+05:30,2026-07-23T01:08:00+05:30,CLOSED,False positive - verified scheduled maintenance,K. Rao
ALT-2790,CSE-04,GATEWAY-DMZ-01,CRITICAL,c2,Beaconing traffic to known suspicious external IP,Persistent TLS session established to unclassified external endpoint,2026-07-15T08:56:00+05:30,2026-07-15T09:10:00+05:30,2026-07-15T10:48:00+05:30,RESOLVED,Firewall rule applied - traffic suppressed,A. Sharma
ALT-2791,CSE-07,,CRITICAL,c2,Periodic outbound telemetry to unverified DNS domain,Persistent TLS session established to unclassified external endpoint,2026-07-18T21:11:00+05:30,2026-07-18T21:34:00+05:30,,ACKNOWLEDGED,,
ALT-2792,CSE-01,,MEDIUM,port-scan,SYN sweep detected across substation network segment,Half-open SYN packets rapidly received across 1-1024 port range,2026-08-02T09:33:00+05:30,,,OPEN,,
ALT-2793,CSE-02,HIST-SRV-01,CRITICAL,c2,Beaconing traffic to known suspicious external IP,Persistent TLS session established to unclassified external endpoint,2026-08-04T06:41:00+05:30,2026-08-04T06:53:00+05:30,2026-08-04T15:52:00+05:30,RESOLVED,Compromised host isolated and imaged,
ALT-2794,CSE-01,EN-SCADA-04,LOW,xss,Suspicious script payload in web form submission,Reflected DOM manipulation attempt flagged in HTTP GET request,2026-07-14T22:14:00+05:30,2026-07-14T22:33:00+05:30,2026-07-15T03:57:00+05:30,RESOLVED,Firewall rule applied - traffic suppressed,K. Rao
ALT-2795,CSE-05,,MEDIUM,xss,Cross-site scripting vector identified in operator console,Unsanitized HTML payload containing JavaScript tags blocked at gateway,2026-08-03T02:08:00+05:30,2026-08-03T02:23:00+05:30,,IN_PROGRESS,,
ALT-2796,CSE-03,EN-SCADA-04,HIGH,brute-force,Multiple RDP failed logons on historian node,High rate of NTLM login failures originating from untrusted subnet,2026-07-13T22:34:00+05:30,2026-07-13T22:37:00+05:30,,IN_PROGRESS,,S. Verma
ALT-2797,CSE-05,EN-SCADA-02,HIGH,brute-force,SSH credential brute force against engineering server,TCP traffic on port 22 showed 40+ failed auth attempts within 60s,2026-07-20T23:29:00+05:30,,,OPEN,,
ALT-2798,CSE-05,GATEWAY-DMZ-01,HIGH,credential-stuffing,Distributed account takeover attempts across operator accounts,Coordinated brute-force replay utilizing breached username/password pairs,2026-07-27T22:35:00+05:30,2026-07-27T22:43:00+05:30,2026-07-28T02:17:00+05:30,CLOSED,Source IP null-routed at edge firewall,A. Sharma
ALT-2799,CSE-02,GATEWAY-DMZ-01,MEDIUM,credential-stuffing,Distributed account takeover attempts across operator accounts,WAF detected bot-driven authentication cycling from rotating source IPs,2026-07-13T20:22:00+05:30,2026-07-13T20:24:00+05:30,,ACKNOWLEDGED,,R. Iyer
ALT-2800,CSE-07,EN-SCADA-01,HIGH,sql-injection,SQL syntax anomaly in historian web reporting interface,Time-delay SQL injection signature matched in asset query request,2026-07-28T00:16:00+05:30,2026-07-28T00:20:00+05:30,,ACKNOWLEDGED,,A. Sharma
ALT-2801,CSE-07,,CRITICAL,exploit-attempt,Remote code execution string identified in Modbus/TCP stream,Traffic contained a known exploit signature targeting unpatched software,2026-07-28T19:34:00+05:30,2026-07-28T19:49:00+05:30,2026-07-29T03:59:00+05:30,CLOSED,Source IP null-routed at edge firewall,S. Verma
ALT-2802,CSE-02,PL-PLC-09,CRITICAL,c2,Encrypted reverse shell communication from maintenance workstation,Command-and-control beacon signature matched in egress traffic,2026-07-18T21:50:00+05:30,2026-07-18T22:00:00+05:30,2026-07-19T05:35:00+05:30,CLOSED,False positive - verified scheduled maintenance,R. Iyer
ALT-2803,CSE-01,,HIGH,credential-stuffing,Distributed account takeover attempts across operator accounts,WAF detected bot-driven authentication cycling from rotating source IPs,2026-07-11T18:42:00+05:30,2026-07-11T19:07:00+05:30,,ACKNOWLEDGED,,
ALT-2804,CSE-05,RTU-SUB-05,HIGH,exploit-attempt,Remote code execution string identified in Modbus/TCP stream,Packet structure matched signature for CVE-2023 remote execution attempt,2026-07-12T03:51:00+05:30,2026-07-12T04:08:00+05:30,,ACKNOWLEDGED,,
ALT-2805,CSE-07,EN-SCADA-04,CRITICAL,ddos,SYN flood exhausting SCADA telecontrol interface,High-bandwidth NTP/DNS reflection flood impacting telemetry transmission,2026-07-08T15:01:00+05:30,2026-07-08T15:17:00+05:30,2026-07-09T00:30:00+05:30,RESOLVED,Firewall rule applied - traffic suppressed,K. Rao
ALT-2806,CSE-07,ENG-WRK-02,CRITICAL,c2,Periodic outbound telemetry to unverified DNS domain,Command-and-control beacon signature matched in egress traffic,2026-07-15T18:12:00+05:30,,,OPEN,,
ALT-2807,CSE-05,HIST-SRV-01,CRITICAL,ddos,SYN flood exhausting SCADA telecontrol interface,High-bandwidth NTP/DNS reflection flood impacting telemetry transmission,2026-07-15T19:55:00+05:30,2026-07-15T19:58:00+05:30,2026-07-16T01:38:00+05:30,CLOSED,Confirmed reconnaissance - source blocked,S. Verma
ALT-2808,CSE-04,EN-SCADA-04,HIGH,sql-injection,SQL syntax anomaly in historian web reporting interface,Union-based SELECT payload identified in user parameter field,2026-07-14T04:01:00+05:30,2026-07-14T04:11:00+05:30,2026-07-14T09:27:00+05:30,CLOSED,False positive - verified scheduled maintenance,R. Iyer
ALT-2809,CSE-07,TR-OPS-03,MEDIUM,sql-injection,Blind SQL injection heuristic triggered on API gateway,Union-based SELECT payload identified in user parameter field,2026-07-24T23:08:00+05:30,2026-07-24T23:18:00+05:30,,ACKNOWLEDGED,,
ALT-2810,CSE-02,,HIGH,sql-injection,Malformed query string on engineering portal,Union-based SELECT payload identified in user parameter field,2026-07-11T23:26:00+05:30,2026-07-11T23:47:00+05:30,,ACKNOWLEDGED,,A. Sharma
ALT-2811,CSE-04,,CRITICAL,c2,Periodic outbound telemetry to unverified DNS domain,Persistent TLS session established to unclassified external endpoint,2026-08-06T03:39:00+05:30,2026-08-06T03:47:00+05:30,,ACKNOWLEDGED,,K. Rao
ALT-2812,CSE-07,ENG-WRK-07,HIGH,brute-force,Repeated authentication failures on SCADA gateway,TCP traffic on port 22 showed 40+ failed auth attempts within 60s,2026-07-15T18:18:00+05:30,2026-07-15T18:32:00+05:30,2026-07-16T03:10:00+05:30,RESOLVED,Firewall rule applied - traffic suppressed,P. Nair
ALT-2813,CSE-07,RTU-SUB-01,CRITICAL,c2,Periodic outbound telemetry to unverified DNS domain,Command-and-control beacon signature matched in egress traffic,2026-07-20T02:06:00+05:30,2026-07-20T02:24:00+05:30,,ACKNOWLEDGED,,P. Nair
ALT-2814,CSE-01,HIST-SRV-01,HIGH,exploit-attempt,Buffer overflow probe targeting legacy PLC firmware,Packet structure matched signature for CVE-2023 remote execution attempt,2026-07-10T00:03:00+05:30,,,OPEN,,
ALT-2815,CSE-07,ENG-WRK-07,CRITICAL,c2,Encrypted reverse shell communication from maintenance workstation,Command-and-control beacon signature matched in egress traffic,2026-07-23T09:07:00+05:30,2026-07-23T09:17:00+05:30,,IN_PROGRESS,,R. Iyer
ALT-2816,CSE-03,GATEWAY-DMZ-01,HIGH,exploit-attempt,Remote code execution string identified in Modbus/TCP stream,Traffic contained a known exploit signature targeting unpatched software,2026-08-03T22:17:00+05:30,2026-08-03T22:35:00+05:30,,ACKNOWLEDGED,,S. Verma
ALT-2817,CSE-07,PL-PLC-09,HIGH,credential-stuffing,Automated credential replay attacking telemetry API,Automated login attempts observed across multiple accounts,2026-07-11T05:28:00+05:30,,,OPEN,,
ALT-2818,CSE-05,TR-OPS-03,HIGH,exploit-attempt,Remote code execution string identified in Modbus/TCP stream,Malicious byte sequence designed to trigger stack corruption detected,2026-07-19T14:23:00+05:30,2026-07-19T14:26:00+05:30,,ACKNOWLEDGED,,R. Iyer
ALT-2819,CSE-05,EN-SCADA-04,MEDIUM,brute-force,Multiple RDP failed logons on historian node,Burst of failed authentication handshakes targeting remote access console,2026-07-13T16:16:00+05:30,,,OPEN,,K. Rao
ALT-2820,CSE-02,GATEWAY-DMZ-01,MEDIUM,sql-injection,SQL syntax anomaly in historian web reporting interface,Union-based SELECT payload identified in user parameter field,2026-07-29T09:17:00+05:30,,,OPEN,,
ALT-2821,CSE-03,,HIGH,credential-stuffing,High-volume login attempts using leaked credentials,Coordinated brute-force replay utilizing breached username/password pairs,2026-07-10T23:23:00+05:30,2026-07-10T23:37:00+05:30,2026-07-11T05:48:00+05:30,RESOLVED,Accounts locked - no compromise confirmed,S. Verma
ALT-2822,CSE-03,PL-PLC-09,HIGH,exploit-attempt,Exploit payload targeting known CVE on exposed service,Packet structure matched signature for CVE-2023 remote execution attempt,2026-07-26T00:06:00+05:30,2026-07-26T00:28:00+05:30,,ACKNOWLEDGED,,P. Nair
ALT-2823,CSE-01,TR-OPS-14,CRITICAL,c2,Encrypted reverse shell communication from maintenance workstation,Periodic low-volume outbound connections at fixed intervals,2026-07-28T05:34:00+05:30,2026-07-28T05:39:00+05:30,,IN_PROGRESS,,R. Iyer
ALT-2824,CSE-01,EN-SCADA-04,CRITICAL,ddos,Volumetric traffic spike against signalling gateway,High packet-per-second SYN burst causing connection pool exhaustion,2026-07-14T21:50:00+05:30,,,OPEN,,
ALT-2825,CSE-07,GATEWAY-DMZ-01,CRITICAL,ddos,SYN flood exhausting SCADA telecontrol interface,High packet-per-second SYN burst causing connection pool exhaustion,2026-08-03T06:54:00+05:30,,,OPEN,,
ALT-2826,CSE-04,,CRITICAL,c2,Encrypted reverse shell communication from maintenance workstation,Periodic low-volume outbound connections at fixed intervals,2026-08-01T17:12:00+05:30,2026-08-01T17:14:00+05:30,,ACKNOWLEDGED,,P. Nair
ALT-2827,CSE-07,,MEDIUM,port-scan,SYN sweep detected across substation network segment,Half-open SYN packets rapidly received across 1-1024 port range,2026-07-21T22:01:00+05:30,2026-07-21T22:04:00+05:30,2026-07-22T00:18:00+05:30,RESOLVED,Firewall rule applied - traffic suppressed,K. Rao
ALT-2828,CSE-03,EN-SCADA-04,HIGH,exploit-attempt,Buffer overflow probe targeting legacy PLC firmware,Packet structure matched signature for CVE-2023 remote execution attempt,2026-07-17T09:06:00+05:30,2026-07-17T09:25:00+05:30,,ACKNOWLEDGED,,R. Iyer
ALT-2829,CSE-04,PL-PLC-12,CRITICAL,ddos,Volumetric traffic spike against signalling gateway,High-bandwidth NTP/DNS reflection flood impacting telemetry transmission,2026-07-24T11:39:00+05:30,2026-07-24T11:43:00+05:30,2026-07-24T19:52:00+05:30,RESOLVED,Compromised host isolated and imaged,A. Sharma
ALT-2830,CSE-02,EN-SCADA-02,MEDIUM,xss,Stored XSS pattern detected in system event log comments,Web application firewall flagged embedded script tags in input fields,2026-07-30T09:37:00+05:30,2026-07-30T09:41:00+05:30,2026-07-30T19:35:00+05:30,RESOLVED,Compromised host isolated and imaged,S. Verma
ALT-2831,CSE-04,,HIGH,brute-force,Repeated authentication failures on SCADA gateway,High rate of NTLM login failures originating from untrusted subnet,2026-07-10T02:00:00+05:30,2026-07-10T02:05:00+05:30,2026-07-10T06:21:00+05:30,RESOLVED,Compromised host isolated and imaged,
ALT-2832,CSE-05,,HIGH,sql-injection,Malformed query string on engineering portal,HTTP request to internal web portal contained SQL injection syntax,2026-07-09T19:31:00+05:30,2026-07-09T19:48:00+05:30,,ACKNOWLEDGED,,
ALT-2833,CSE-01,,HIGH,brute-force,Multiple RDP failed logons on historian node,TCP traffic on port 22 showed 40+ failed auth attempts within 60s,2026-07-08T18:56:00+05:30,2026-07-08T19:18:00+05:30,,ACKNOWLEDGED,,R. Iyer
ALT-2834,CSE-03,TR-OPS-03,HIGH,exploit-attempt,Remote code execution string identified in Modbus/TCP stream,Traffic contained a known exploit signature targeting unpatched software,2026-07-12T23:23:00+05:30,,,OPEN,,
ALT-2835,CSE-05,RTU-SUB-01,CRITICAL,port-scan,SYN sweep detected across substation network segment,Stealth FIN scan detected targeting SCADA network perimeter,2026-07-26T10:21:00+05:30,2026-07-26T10:26:00+05:30,,IN_PROGRESS,,
ALT-2836,CSE-05,TR-OPS-14,MEDIUM,credential-stuffing,High-volume login attempts using leaked credentials,WAF detected bot-driven authentication cycling from rotating source IPs,2026-07-16T00:42:00+05:30,2026-07-16T00:46:00+05:30,,IN_PROGRESS,,R. Iyer
ALT-2837,CSE-03,TR-OPS-14,CRITICAL,c2,Periodic outbound telemetry to unverified DNS domain,Persistent TLS session established to unclassified external endpoint,2026-07-15T15:28:00+05:30,2026-07-15T15:37:00+05:30,2026-07-15T16:54:00+05:30,RESOLVED,Accounts locked - no compromise confirmed,R. Iyer
ALT-2838,CSE-07,GATEWAY-DMZ-01,HIGH,sql-injection,SQL syntax anomaly in historian web reporting interface,HTTP request to internal web portal contained SQL injection syntax,2026-07-08T10:11:00+05:30,,,OPEN,,R. Iyer
ALT-2839,CSE-07,HIST-SRV-01,CRITICAL,c2,Periodic outbound telemetry to unverified DNS domain,Persistent TLS session established to unclassified external endpoint,2026-07-13T21:51:00+05:30,2026-07-13T21:57:00+05:30,,ACKNOWLEDGED,,
